feature,file_name,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,spectral_centroid,spectral_centroid,spectral_centroid,spectral_bandwidth,spectral_bandwidth,spectral_bandwidth,zero_crossing_rate,zero_crossing_rate,zero_crossing_rate,rmse,rmse,rmse,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,tempo
449,hiphop.00049.wav,-44.586338,-187.60448,72.51556,41.58716,-43.069748,95.077385,29.919214,-62.959904,95.08348,51.871937,-27.557625,92.42961,12.878272,-42.329857,62.986122,13.72171,-31.530643,40.395985,7.957174,-51.999596,44.69909,9.288721,-33.67591,43.247093,8.39591,-18.575165,51.14859,1.9085698,-26.486065,27.44051,1.1404614,-25.512142,32.47545,4.5597878,-21.593098,29.595518,5.5193515,-20.158066,29.80872,3085.556031555025,1176.163890839378,6503.802066093017,3055.7315724614145,2266.4081523023237,4246.244537214456,0.10873717553654293,0.01708984375,0.416015625,0.28870907,0.11203839,0.49384308,28.74166392647289,11.116244512307967,58.799967785301604,15.363709909835519,3.529150369215383,35.04091157305746,17.891803187959574,6.539763784252299,36.56415244000685,17.28687556222749,8.054367944972947,30.712005320516994,17.142922002503077,10.460111745035501,27.385104757666042,15.727592006897265,11.092852805985581,24.522746972992937,15.344844275214182,11.547155998244568,20.580522565840372,129.19921875
450,hiphop.00050.wav,-114.05457,-299.80573,70.15414,110.12894,4.699683,194.78992,17.897541,-59.800804,98.52476,37.944332,-26.558846,93.735466,27.98762,-23.304913,83.60208,1.4057869,-49.566475,49.95546,15.552603,-27.630257,56.552475,1.4244989,-36.571724,34.24434,7.359582,-31.151516,32.36114,-3.319526,-35.003548,31.1857,8.256998,-15.162363,49.828297,-0.1889066,-29.46369,28.367716,0.67984253,-32.444187,32.04673,1683.4272327515525,457.8104981023422,4966.294856651033,2427.648677691674,1022.1528276286074,4239.4382229463945,0.04243024337780356,0.00732421875,0.24658203125,0.27367222,0.0762411,0.58835715,26.924113796222017,11.249954164864434,55.421667693166754,16.421987323753996,6.860466171370862,36.15060151386377,18.7395362753437,5.737175989914822,37.680710898078935,17.25009357153438,8.128544952875714,31.786895432050336,16.941991225940807,5.346877461718277,30.585859617027996,17.13831233700732,8.185806818210763,30.04950948686716,15.485459770014906,6.195246450118605,22.71182336687358,99.38401442307692
451,hiphop.00051.wav,-78.70536,-284.97916,85.88588,73.10555,-62.126587,169.32248,21.826069,-52.952564,113.2663,49.19616,-17.832832,105.3085,3.1053555,-54.626465,59.959858,18.316319,-24.907368,44.057404,1.8645644,-38.54595,43.17269,8.3988495,-22.00887,34.249645,1.4265051,-36.558815,24.088747,4.2215204,-24.446999,36.33988,-1.3166568,-20.075937,29.434616,1.2564664,-21.154085,31.164738,-3.0075817,-26.006374,20.051132,2500.467553526264,495.32429141852054,7149.3319401263425,2578.186263714857,1342.7617084489702,4175.085012038502,0.09950325973994587,0.0087890625,0.5654296875,0.24395056,0.014854312,0.41870543,26.185803742721898,8.332986930413771,57.360511085103994,15.487675051085592,4.73580512089513,34.32711200998706,18.129129179446636,4.85316589449452,39.51462278995746,17.91917062062213,7.977094765081623,34.426085521969526,17.828185676886353,10.000429876365448,29.64222381406487,16.893265159977954,11.294880907481275,28.284645683385346,17.356392599975646,10.475158632104336,24.975034189079608,103.359375
452,hiphop.00052.wav,-146.45955,-359.87463,35.195297,81.55766,-63.905144,152.165,31.96333,-37.01416,122.88078,22.411772,-42.521797,72.18974,5.0775967,-43.85545,49.621975,13.6172695,-30.742231,38.571686,6.487694,-22.208267,51.289734,8.408617,-24.919899,40.547062,4.4354043,-30.778316,34.48912,4.9975214,-25.01919,35.206657,1.8295834,-23.449705,27.79604,2.8662934,-29.757915,22.193722,4.5297093,-13.266657,37.620895,2595.994967867747,667.733908699581,7742.959121557429,2881.8281456296077,1550.4740404554507,4184.919640860506,0.08233033642691415,0.0087890625,0.5615234375,0.109974444,0.031160295,0.21473268,27.778002806592482,13.631048720953613,56.414388787309875,14.423259646085965,3.5456011268577408,35.85206003763483,16.662055384286223,6.903870224149548,36.068605706649286,16.825516001355048,6.518218711996402,37.3502274204535,16.72765831761853,9.886152886887588,32.38060697824424,16.177229810925223,10.450084010512166,26.546965885706364,15.394564449471027,8.689681923001553,20.413089143360345,103.359375
453,hiphop.00053.wav,-144.9216,-441.6413,23.976904,66.675064,-50.935677,179.08795,44.269436,-35.402187,137.91283,22.51216,-36.09533,83.243774,6.504937,-39.761803,62.31247,8.847096,-34.08799,50.110992,11.890135,-22.79913,51.336098,5.838831,-18.789894,49.13434,3.0452945,-26.597494,50.072296,6.454954,-20.776987,53.310654,3.565836,-22.994455,40.267345,2.5241907,-28.568684,34.777298,3.8298788,-21.725891,39.769787,3079.2339737601815,616.0010514407783,6800.3378745830305,3220.9111449688935,1441.2019638316494,4085.3714331042083,0.10707709481341841,0.00732421875,0.470703125,0.10891521,0.022435974,0.20683137,26.815890537456546,8.174160858692677,51.811292328036444,12.967005259919876,2.822075332244201,35.4595802227446,17.399134746231184,6.0708090724871315,36.534827919272594,17.978001999329912,4.984338655178485,33.23731156557003,17.48283698900423,8.796084856390838,31.153993713503745,16.538716832456593,10.726483931426337,30.32239840934099,15.087420097574338,11.328686615511451,26.390874388071804,107.666015625
454,hiphop.00054.wav,-104.79348,-250.95459,34.249393,64.03617,-42.721375,131.04831,28.8045,-38.70746,107.21542,10.56003,-45.240387,70.46176,15.176521,-28.332277,53.04969,13.067325,-25.463741,43.691166,8.025532,-28.903713,60.908367,5.2390757,-31.89752,39.695187,6.7465467,-32.290985,31.902084,5.125547,-27.55838,40.98428,4.450881,-20.208841,30.280544,4.4701214,-21.128792,29.387794,3.357288,-16.994259,32.09426,3258.307248271105,1500.4224046545628,7644.070628412106,3321.339011000736,2337.6561825035133,4154.577917516046,0.1262363749516628,0.0166015625,0.54345703125,0.12414034,0.028265486,0.23800969,27.58679341025658,14.139466743529333,55.99016623796312,15.11604745591488,2.5075999451458504,34.177888114666004,17.265348868141093,4.801629004227486,39.86117459110572,16.26517457198948,7.255390258007228,35.777505782270595,16.299898438841545,10.055682631830821,29.22581522937736,15.384910802641576,10.156055526055377,22.04528927658169,14.53626897565798,11.296793292810431,18.47990187783852,112.34714673913044
455,hiphop.00055.wav,-161.52745,-302.27374,-10.387275,104.06318,9.276853,175.85242,-10.907193,-71.183304,86.972534,43.697933,-1.19237,95.543274,13.963114,-29.192177,46.06664,14.444334,-33.896843,39.910545,7.506867,-28.589256,58.06631,9.481524,-16.343418,31.525986,6.4333916,-16.455296,28.921944,6.989431,-11.931913,47.382004,1.3591906,-25.776062,24.101727,4.434304,-19.192228,44.727867,-2.9288797,-23.225147,17.3912,1735.1780888053472,505.4240037728765,5855.479575153299,2055.9282768952953,1133.3531070637544,3510.542354638342,0.0724604843387471,0.0068359375,0.41357421875,0.13372414,0.017424496,0.35538697,23.94410087749791,9.928816338603575,55.65435923989247,17.948644540179696,4.171483390570085,39.47003710573705,19.67784949683817,5.030330405812201,36.03023855381751,20.677853054422002,4.536894263635951,32.49676796973015,20.022270711226945,6.302987716380791,31.311314698609273,19.54292097103917,8.191301187287266,30.31808317707079,17.049051535460567,6.14614527042388,24.127097714276697,107.666015625
456,hiphop.00056.wav,-101.071526,-315.66626,38.52923,72.41138,24.909279,145.51678,-2.371432,-60.101753,86.32933,46.025475,0.7356554,112.044174,5.5287857,-38.540962,43.177063,24.215315,-5.9004927,51.531364,3.5469203,-24.256454,31.263775,14.532065,-12.001799,44.490723,5.650925,-21.605793,33.250557,13.522768,-14.484747,54.344162,4.9679728,-15.005613,29.354586,9.9139805,-16.986267,32.838303,2.9338572,-16.86107,27.196682,2355.838782301562,644.6457322067718,4351.028220402217,2497.0585103955036,1398.7173595234349,3786.2649531503894,0.07014558560518175,0.00927734375,0.169921875,0.16656049,0.08218316,0.2878256,26.830096800567475,9.923465403000856,50.1052798544232,14.841362886660566,4.3151110856513775,30.057027274464104,16.16450663142843,4.326393358041486,31.677939325845173,17.05231790931787,6.296384059699438,32.46560617671155,16.26958281766416,8.839532063607468,26.82491814969133,16.501613690143287,9.861183283600267,27.69112422419782,17.994341524584556,13.444049172825014,24.328167815086715,99.38401442307692
457,hiphop.00057.wav,-113.623055,-309.90594,30.898724,87.05368,4.867269,162.25464,-0.6411241,-58.188454,82.35267,52.261642,2.3415961,96.13056,19.37811,-19.519817,55.35164,19.67521,-9.7721615,47.48548,15.385646,-18.540436,70.02669,13.703338,-11.597717,50.308556,6.950013,-27.861023,32.170742,9.077205,-16.498354,35.904167,7.971615,-14.084192,28.300877,4.4166307,-14.227287,31.502647,-0.1543115,-21.496056,24.204899,1811.510320100113,415.07470363506025,4815.41830454464,2279.639247744241,1229.6555399544864,3623.7180755480667,0.051442110160479504,0.00830078125,0.2138671875,0.2247038,0.07990364,0.36839363,26.447938879789827,6.558492560631628,58.71487716890082,14.311196202930267,5.779832655664276,28.25112276945284,15.446920316178577,3.808010542376625,31.429235837025953,16.356631264308362,5.993274664965988,30.25809895749557,16.505477820678692,9.472468723644388,29.134668442354673,17.006848237325624,8.838340844857763,28.75083786756345,15.66168747794982,9.977156870190644,21.473585154764177,89.10290948275862
458,hiphop.00058.wav,-109.82442,-344.57907,43.353615,63.054916,-40.51042,132.58643,-13.828153,-86.33213,63.32493,43.01986,-20.89894,99.22365,6.1724052,-36.623695,44.4114,23.183786,-17.431126,57.035267,8.03316,-23.985744,48.86568,10.669684,-22.419588,49.492493,0.968362,-23.368645,33.226948,5.329999,-21.048105,41.697872,-1.8259578,-29.398903,23.564632,-1.4317561,-23.748367,27.85558,-1.8608027,-21.013603,22.217703,2677.746993460678,1110.609877928068,6741.414055234504,2414.5620817860026,1600.013822091762,3748.8385552802256,0.13613681542440062,0.0126953125,0.6220703125,0.1303836,0.01309552,0.38004678,23.22483379111329,8.741955459931145,56.628423873713245,13.577649612247155,3.495546174429969,27.254706939249953,15.250514403223566,6.828747070539355,30.625548979864853,16.055872021247946,8.33464686520745,31.57793670279073,15.743879145728329,7.7970290156132425,26.763654210043597,16.27964110666066,10.497604118838607,27.55351124055443,17.029239031415866,11.976185804329027,21.14056577002926,172.265625
459,hiphop.00059.wav,-133.19142,-336.83548,4.26318,93.95369,-2.8391461,160.1832,-2.2407174,-61.14309,83.131035,50.202217,3.7287078,108.879,12.499553,-32.502193,51.952675,15.040485,-20.790113,48.648067,11.499115,-22.255623,62.287933,10.2495985,-17.701763,36.87051,7.9568853,-23.120125,28.306587,10.791148,-14.390776,52.108643,1.9635901,-19.253521,25.55426,5.197947,-12.69108,35.36635,1.0622268,-19.636362,30.342556,1949.4353476261645,483.2482713732198,5014.231795052869,2286.594892043858,1222.4390522820804,3879.0016090541876,0.06298488254060325,0.0078125,0.240234375,0.15123579,0.040355697,0.30349314,25.289833487840244,9.648722418839792,48.05971387519709,14.5034330936943,5.08512290171556,31.65794821604219,15.942246151492814,4.9428758312250825,35.05269238997984,16.51103178379034,7.94441113185755,32.40630665184149,16.487216601063444,10.226118053553972,27.526961374753327,18.11629104479129,12.057822982877664,31.8725256718733,16.03560443033026,5.750066861386422,22.183302966591015,92.28515625
460,hiphop.00060.wav,-153.54395,-330.3264,13.838419,92.79628,14.223429,146.24336,-15.8539295,-102.86728,73.84993,57.933186,-29.879982,99.84417,8.580763,-64.34053,53.092064,18.461569,-28.618141,42.626358,13.279116,-26.079498,58.993996,11.165099,-23.393944,42.441544,7.618666,-30.013988,34.04525,12.968202,-16.6994,49.816875,5.6574016,-31.800716,28.64875,7.0170255,-20.414454,31.038006,2.8851962,-22.064331,29.750118,1717.3394378748421,441.08276477692914,4073.2372198972485,2052.4764667682657,1299.6473781134848,3690.2703642448887,0.053872942647911835,0.005859375,0.24365234375,0.18021424,0.009108802,0.30766892,26.819293309309387,7.355677451233034,49.109567073815,14.281909553450966,2.4082609550599177,34.11886376630868,15.566248960837292,4.962504073182667,35.917989706507555,16.583668923220046,6.98456316753736,29.87080677949419,17.111398876329435,5.331220338406268,30.828966765210154,19.064229239481065,7.019512345348347,30.151315167922043,17.118427891549477,4.9846949168825585,22.81314434010888,184.5703125
461,hiphop.00061.wav,-127.280014,-291.29315,2.9598322,95.792175,-20.280262,157.33167,-12.782047,-86.00876,60.681274,37.926857,-19.890793,87.8433,20.56561,-43.241024,72.044205,23.201853,-23.720413,66.503044,8.269457,-26.634933,47.07785,9.6126375,-25.63602,41.626522,8.668725,-21.185417,40.22262,5.5100327,-34.29451,35.900124,6.6769094,-24.004692,36.55848,4.0242624,-18.512362,34.043827,1.7337765,-22.637405,23.123444,1811.681664691942,521.156360638671,5165.976094608609,2201.181650414098,1204.1793595059964,3785.0997826806833,0.0673042645494973,0.0087890625,0.2646484375,0.1555688,0.020051258,0.31485778,25.624835103800883,8.422824698804023,47.75788209495272,15.52774599539778,6.356340802549077,32.88793075506898,18.6045167998037,8.693387651474467,47.46168757442894,18.917952536655623,8.238089401871175,36.031776809392085,18.758387751581964,10.091808448084077,30.175401956935396,18.375011508879055,11.343440968540907,27.79288277957227,17.268487136799443,11.164906254191495,24.014938542823675,184.5703125
462,hiphop.00062.wav,-144.11632,-422.73428,96.041725,73.39044,-89.80293,197.23096,4.6577053,-109.577286,107.67023,24.01729,-27.592312,107.39092,12.901474,-41.080666,66.48071,14.00732,-46.532364,56.401096,8.624697,-41.20678,50.242645,6.899631,-48.159508,38.922417,-1.2319987,-40.631207,52.660408,-0.85806066,-31.148819,35.497757,1.1545575,-30.24937,33.03042,2.5797808,-27.252895,36.1961,-1.1144276,-34.03459,38.278603,2448.908553270967,197.03681950366501,6999.424888323431,2508.0552309058653,841.4587139082284,4244.144429337975,0.1095162352571539,0.00341796875,0.5751953125,0.19083652,0.004286692,0.57819325,24.490328727900927,9.360878757878206,48.88786790647934,15.40453633594831,2.6868545343901022,35.91577605660642,18.340369082403658,5.8345188613128895,35.143130797724915,17.290953631126676,8.666684633768833,33.53973409794076,17.729717886184094,10.247870159554536,29.431755620812734,16.976104751394715,10.249944621194464,26.81716928718352,15.506174244520729,11.652954909594028,22.1725413319623,92.28515625
463,hiphop.00063.wav,-98.853745,-367.75595,102.73107,71.11213,-48.901825,175.5054,-10.053335,-104.92262,77.22592,31.729233,-24.273205,109.18458,5.147712,-54.383335,61.951675,1.8780879,-45.065826,47.091217,-8.90375,-43.252422,35.85898,-4.26225,-51.27678,34.279343,-5.9646845,-50.614037,31.059069,-4.266651,-36.549812,32.459538,-0.6641838,-31.987946,48.89212,-1.8670928,-34.357933,26.48404,-0.51587856,-26.923489,29.69712,2671.1443441180336,470.39667860307105,6564.79058312356,2494.6900227127685,995.1399899844432,3887.604781503982,0.1221979529195669,0.00439453125,0.5556640625,0.18605243,0.004691335,0.5650874,24.747260298464813,7.565370794248295,57.51633258624189,16.47426582463334,3.43441194868112,33.381884473866975,19.216330269261576,6.839127993493667,45.43088170923893,16.539940370687724,8.250111647002345,28.50658591904323,17.42022002957412,10.259412212298766,29.831131210159583,17.495440421079486,11.376085069705868,28.022371282454166,16.077351088212527,11.686600023310206,23.640664032402178,92.28515625
464,hiphop.00064.wav,-82.389885,-355.8246,77.15784,69.9665,-36.422455,148.34741,10.69905,-85.55212,88.90883,48.823395,-21.99402,112.145706,4.6501894,-72.1494,50.217842,13.297806,-37.23369,58.575623,-1.7968223,-42.732292,37.346966,5.1300416,-43.49356,36.834152,-1.084799,-38.217903,45.784378,-2.7969444,-52.766163,27.758057,-2.5503407,-30.437895,22.258675,0.22138532,-28.04702,26.218544,-3.1227164,-32.31181,25.794527,2429.7567970045075,987.7904263234178,7087.1551981024495,2575.167652629,1477.1158360937889,4041.9739028549766,0.07979187814191802,0.0048828125,0.55615234375,0.23593709,0.01468762,0.6075613,26.516488495543857,4.630784765916211,59.57502110817947,17.291301725359205,5.638711794655537,39.03049544913811,19.878473695596437,7.145719669599686,44.68341930070504,16.969310514054484,7.818979989770097,31.17423666739996,15.849643675244087,7.565448780062825,31.14362536953791,15.949115066651252,10.970667150866355,28.15759129274675,16.355753111222906,11.8383404993692,22.215754289703778,86.1328125
465,hiphop.00065.wav,-140.10194,-378.70078,102.698906,77.09097,-114.86776,171.64458,42.042377,-58.992813,122.61475,31.247862,-43.961266,82.94929,12.197926,-50.5532,65.477844,10.2141695,-45.99146,50.69239,3.7384353,-41.44185,36.674633,8.296796,-26.892181,46.990265,-1.5552229,-35.710297,41.23594,-1.76049,-51.240776,22.927984,3.6245475,-23.108551,40.900986,4.591823,-34.811775,30.20882,-2.5488021,-45.520702,22.376328,2447.017199907088,448.185207073267,7562.255947659832,2779.59821443409,1286.4753784226386,3992.1953306297255,0.0885514851604795,0.0078125,0.68896484375,0.20691244,0.011133335,0.59248567,24.455904481062298,9.018838648894942,53.657938895953116,16.87116776534831,5.3078124004693095,42.262635343717335,18.29532021120014,5.395699013822838,43.80355565699399,16.092648818717098,7.065160518641366,33.64992738331682,16.052976532525257,8.550774208348034,32.16294362899763,15.559001620363945,10.02563964642036,27.229413924899852,15.489180915388319,10.656268833836844,22.679414334009515,95.703125
466,hiphop.00066.wav,-111.97783,-380.61942,64.60527,89.09961,-14.19231,183.1087,13.175455,-68.12718,94.68813,36.359657,-16.156727,101.726,-3.2765715,-52.756104,54.78501,3.877864,-48.727478,37.59736,0.5601916,-24.34507,28.488298,6.327396,-25.745071,42.061813,-2.1887617,-39.716446,25.674967,2.9669955,-42.360695,31.85455,-1.6431162,-29.980938,27.291233,-0.37794453,-24.506016,24.541626,-3.478565,-40.73777,26.505123,2245.0676185562293,430.6083649016922,5803.697287015659,2484.0931602339115,1076.5696794252196,3672.2069525467364,0.07937459215487239,0.00537109375,0.4755859375,0.18972842,0.00664639,0.48811203,25.168337961056004,10.879954429547128,49.39502675176823,13.947430119047945,4.154991463532575,31.123865319903498,18.782071012273633,7.066926612233169,34.472324198582186,18.6972607251628,4.5649312616751825,32.300148826347424,16.258984376845667,8.671347372613576,30.677209953337652,16.410929121099333,10.0617414844046,27.134748706484704,16.62726727407172,11.14105778404395,25.82508730407688,92.28515625
467,hiphop.00067.wav,-74.66587,-284.53586,97.731895,58.725624,-24.13087,121.07579,9.914969,-57.41386,90.028564,21.557991,-25.04826,82.1127,15.055373,-35.824097,60.0517,4.9287863,-36.517593,40.676895,2.2788138,-36.03508,43.47669,5.4631743,-33.070328,41.430862,3.1182055,-27.384926,48.13977,0.59989566,-38.03254,25.618168,2.4616172,-24.81979,30.577324,4.2016363,-33.104805,30.43293,3.4685113,-28.388401,28.769096,3053.843913876604,953.1400970696461,6560.263712544194,3025.017584952465,1668.9137180935936,4044.3668384029475,0.12687080070572312,0.0048828125,0.58349609375,0.21794207,0.020730518,0.59359384,24.485588315338976,8.3401139522853,56.33828308250335,14.939246823260252,3.9501497112730815,35.45036159828674,18.27741691452955,5.298177573396727,36.37947063969452,16.986312313968394,7.846635213799864,30.187291717796406,16.61097151306049,9.533524874894178,27.638412992981685,16.08224319064967,11.180657393382784,25.251092379808846,14.651713743648745,10.815016829827346,23.3770304864709,95.703125
